,Loaded_line,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Sector,Creation,CBE$
485,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,275.0,Local Traders,EXW,1630
486,GI,Local,GCCF,1.0,1250.0,Normal Grade,275.0,Local Traders,EXW,1830
487,GI,Local,GHCF,1.5,1250.0,Normal Grade,100.0,Local Traders,EXW,1430
489,GI,Local,GHCF,2.0,1250.0,Normal Grade,275.0,Local Traders,EXW,1630
490,GI,Export,GCCF,1.0,1220.0,Normal Grade,120.0,Export Far,EXW,2890
491,GI,Export,GCSF,0.95,1220.0,Normal Grade,120.0,Export Far,EXW,3150
493,GI,Local,GCSF,1.5,1250.0,Normal Grade,275.0,Local Traders,Other,2290
494,GI,Local,GCSF,1.0,1250.0,Normal Grade,275.0,Local Traders,EXW,2090
496,GI,Local,GCCF,1.0,1000.0,Normal Grade,60.0,Local Traders,EXW,1630
497,GI,Local,GCCF,1.0,1250.0,Normal Grade,60.0,Local Traders,EXW,1630
498,GI,Local,GHCF,1.5,1000.0,Normal Grade,60.0,Local Traders,EXW,1430
499,GI,Local,GCCF,0.6,1160.0,Normal Grade,60.0,Local Traders,EXW,1630
500,GI,Local,GCCF,1.2,1250.0,Normal Grade,275.0,Local Traders,EXW,1830
503,CR,Local,CRSF,1.5,1000.0,Normal Grade,0.0,Local Traders,EXW,1770
509,GI,Local,GCCF,1.0,1000.0,Normal Grade,80.0,Local Traders,EXW,1630
512,GI,Local,GCCF,2.0,1250.0,Normal Grade,275.0,Local Traders,EXW,1630
513,GI,Local,GCCF,1.5,1250.0,Normal Grade,275.0,Local Traders,EXW,1630
515,GI,Export,GCCF,0.8,1100.0,Normal Grade,120.0,Export Far,Other,3050
516,GI,Export,GCSF,1.0,1220.0,Normal Grade,120.0,Export Far,Other,3310
521,CR,Local,CRRF,1.2,299.0,Special Grade,0.0,Local Companies,EXW,2490
522,PP,Local,PLGF,0.7,1250.0,Normal Grade,60.0,Local Traders,EXW,2170
524,GI,Local,GCPF,1.5,1000.0,Special Grade,180.0,Local Companies,EXW,2130
525,Other,Export,CPSF,1.7,1250.0,Normal Grade,0.0,Export Near,FOB,2250
528,Other,Export,CPSF,1.7,1000.0,Normal Grade,0.0,Export Near,FOB,2250
530,Other,Export,ABSF,0.75,1000.0,Normal Grade,0.0,Export Far,Other,3250
531,Other,Export,ABSF,0.8,1000.0,Normal Grade,0.0,Export Far,Other,3250
532,Other,Export,ABSF,1.25,1000.0,Normal Grade,0.0,Export Far,Other,3050
533,Other,Export,ABSF,1.3,1000.0,Normal Grade,0.0,Export Far,Other,3050
534,PP,Local,PONF,0.6,711.0,Normal Grade,60.0,Local Companies,Other,2490
535,PP,Local,PONF,0.5,759.0,Normal Grade,60.0,Local Companies,Other,2490
537,PP,Local,PONF,0.5,1150.0,Normal Grade,60.0,Local Companies,Other,2490
538,CR,Local,CRRF,1.2,535.0,Normal Grade,0.0,Local Companies,EXW,2230
539,CR,Local,CRRF,1.0,535.0,Normal Grade,0.0,Local Companies,Other,2630
541,CR,Local,CRCF,0.5,1000.0,Special Grade,0.0,Local Companies,Other,2490
542,CR,Local,CRCF,0.5,1250.0,Special Grade,0.0,Local Companies,Other,2490
543,CR,Local,CRCF,0.6,1000.0,Special Grade,0.0,Local Companies,Other,2490
544,CR,Local,CRCF,0.6,1300.0,Special Grade,0.0,Local Companies,Other,2490
545,CR,Local,CRCF,0.6,1160.0,Special Grade,0.0,Local Companies,Other,2490
546,CR,Local,CRCF,0.6,1250.0,Special Grade,0.0,Local Companies,Other,2490
547,GI,Local,GCNF,0.5,635.0,Normal Grade,60.0,Local Companies,Other,2350
548,GI,Local,GCCF,0.5,1100.0,Normal Grade,60.0,Local Companies,Other,2230
550,CR,Local,CRCF,0.5,1250.0,Normal Grade,0.0,Local Companies,Other,2310
551,GI,Local,GCCF,0.5,1000.0,Normal Grade,60.0,Local Companies,Other,2230
552,GI,Local,GCCF,0.6,1000.0,Normal Grade,60.0,Local Companies,Other,2230
553,GI,Local,GCCF,1.5,1000.0,Normal Grade,60.0,Local Companies,Other,2030
554,GI,Local,GCCF,2.0,1250.0,Normal Grade,60.0,Local Companies,Other,2030
555,CR,Local,CRNF,0.5,733.0,Normal Grade,0.0,Local Companies,Other,2430
561,GI,Export,GCSF,1.0,1219.0,Normal Grade,120.0,Export Far,Other,3310
563,GI,Local,GCCF,0.7,1250.0,Normal Grade,330.0,Local Companies,Other,2430
565,GI,Local,GCCF,0.8,1250.0,Normal Grade,330.0,Local Companies,Other,2430
566,GI,Local,GCPF,1.1400000000000001,1250.0,Normal Grade,275.0,Local Companies,EXW,2150
567,CR,Export,CRSF,2.0,1220.0,Normal Grade,0.0,Export Far,Other,3190
572,CR,Local,CRSF,2.0,1250.0,Normal Grade,0.0,Local Companies,EXW,1970
573,CR,Local,CRSF,2.0,964.0,Normal Grade,0.0,Local Companies,Other,2370
574,CR,Local,CRSF,2.0,1000.0,Normal Grade,0.0,Local Companies,Other,2370
577,GI,Local,GCCF,1.0,1250.0,Normal Grade,80.0,Local Companies,Other,2230
578,CR,Local,CRCF,0.42,1000.0,Normal Grade,0.0,Local Companies,Other,2310
579,CR,Local,CRCF,0.42,1300.0,Normal Grade,0.0,Local Companies,Other,2310
584,GI,Local,GHCF,1.5,1250.0,Normal Grade,275.0,Local Companies,Other,2230
585,GI,Local,GCCF,0.7,1200.0,Normal Grade,275.0,Local Companies,Other,2430
587,GI,Local,GCCF,1.2,1250.0,Special Grade,60.0,Local Companies,EXW,2010
588,GI,Local,GCCF,1.0,1250.0,Special Grade,60.0,Local Companies,EXW,2010
589,CR,Export,CRNF,1.16,912.0,Normal Grade,0.0,Export Far,Other,3250
590,CR,Export,CRCF,1.0,1220.0,Normal Grade,0.0,Export Far,Other,3130
591,CR,Export,CRNF,0.85,912.0,Normal Grade,0.0,Export Far,Other,3250
592,PP,Local,POCF,0.5,1250.0,Normal Grade,180.0,Local Companies,Other,2370
593,GI,Export,GCNF,0.3,656.2,Normal Grade,100.0,Export Near,FOB,2510
596,GI,Export,GCCF,1.64,1250.0,Normal Grade,140.0,Export Near,Other,2310
597,PP,Local,POCF,0.25,1065.0,Normal Grade,60.0,Local Companies,EXW,2170
598,GI,Local,GCCF,0.5,1000.0,Normal Grade,80.0,Local Companies,EXW,1830
599,CR,Local,CRNF,0.5,750.0,Normal Grade,0.0,Local Companies,EXW,2030
600,GI,Local,GCSF,0.48,1250.0,Normal Grade,140.0,Local Companies,EXW,2010
604,GI,Local,GCCF,1.2,1250.0,Normal Grade,60.0,Local Traders,EXW,1630
607,CR,Local,CRNF,1.25,800.0,Normal Grade,0.0,Local Companies,EXW,1750
608,CR,Local,CRNF,1.5,900.0,Normal Grade,0.0,Local Companies,EXW,1750
610,CR,Local,CRRF,0.7,450.0,Special Grade,0.0,Local Companies,EXW,2490
611,GI,Local,GCSF,0.3,460.0,Normal Grade,180.0,Local Companies,EXW,2290
612,GI,Local,GCSF,0.3,636.7,Normal Grade,180.0,Local Companies,EXW,2290
613,GI,Local,GCSF,0.3,685.0,Normal Grade,180.0,Local Companies,EXW,2290
615,PP,Local,POCF,0.7,1250.0,Normal Grade,180.0,Local Traders,EXW,1770
618,PP,Local,POCF,0.7,1250.0,Normal Grade,180.0,Local Companies,EXW,2150
619,PP,Local,POCF,0.5,1170.0,Normal Grade,180.0,Local Companies,EXW,2150
620,GI,Export,GCCF,0.36,1000.0,Normal Grade,80.0,Export Near,Other,2430
621,GI,Export,GCCF,0.45,1000.0,Normal Grade,80.0,Export Near,Other,2430
622,GI,Export,GCCF,0.55,1000.0,Normal Grade,80.0,Export Near,Other,2430
623,GI,Export,GCCF,0.65,1000.0,Normal Grade,80.0,Export Near,Other,2430
624,GI,Export,GCCF,0.85,1000.0,Normal Grade,80.0,Export Near,Other,2430
625,GI,Export,GCCF,0.95,1000.0,Normal Grade,80.0,Export Near,Other,2430
626,GI,Export,GCCF,1.15,1000.0,Normal Grade,80.0,Export Near,Other,2430
627,GI,Export,GCCF,1.35,1000.0,Normal Grade,80.0,Export Near,Other,2230
629,GI,Export,GCCF,1.75,1000.0,Normal Grade,80.0,Export Near,Other,2230
630,GI,Export,GHCF,1.95,1000.0,Normal Grade,80.0,Export Near,Other,2230
633,GI,Export,GCCF,0.85,1250.0,Normal Grade,80.0,Export Near,Other,2430
634,GI,Export,GCCF,0.95,1185.2,Normal Grade,80.0,Export Near,Other,2430
635,GI,Export,GHCF,1.95,1250.0,Normal Grade,80.0,Export Near,Other,2230
636,GI,Export,GHCF,2.2,1250.0,Normal Grade,80.0,Export Near,Other,2230
638,GI,Export,GCCF,1.3,1130.0,Normal Grade,80.0,Export Near,Other,2230
639,GI,Export,GHCF,2.2,1130.0,Normal Grade,80.0,Export Near,Other,2230
640,GI,Export,GCCF,1.1400000000000001,1200.0,Normal Grade,80.0,Export Near,Other,2230
648,GI,Local,GHSF,2.0,1250.0,Normal Grade,120.0,Local Traders,EXW,1690
649,GI,Local,GHSF,2.0,1250.0,Normal Grade,275.0,Local Traders,EXW,1890
652,GI,Local,GHSF,1.5,1250.0,Normal Grade,275.0,Local Traders,EXW,1890
653,GI,Local,GCCF,1.2,1250.0,Normal Grade,330.0,Local Companies,Other,2430
654,CR,Local,CRCF,1.6,1250.0,Normal Grade,0.0,Local Companies,Other,2110
656,GI,Local,GCCF,0.6,1250.0,Normal Grade,330.0,Local Companies,Other,2430
661,GI,Local,GCCF,1.0,1250.0,Normal Grade,330.0,Local Companies,Other,2430
668,GI,Local,GCCF,1.5,1250.0,Normal Grade,275.0,Local Companies,EXW,1830
672,CR,Local,CRNF,1.2,600.0,Normal Grade,0.0,Local Traders,EXW,1830
673,CR,Local,CRNF,0.52,700.0,Normal Grade,0.0,Local Traders,EXW,1630
676,GI,Local,GHCF,1.5,1250.0,Normal Grade,275.0,Local Companies,EXW,1830
688,GI,Local,GCCF,1.5,1250.0,Normal Grade,275.0,Local Companies,Other,2230
689,GI,Local,GHSF,2.0,1250.0,Normal Grade,275.0,Local Companies,Other,2490
694,GI,Local,GHCF,1.5,1250.0,Normal Grade,275.0,Local Companies,EXW,1750
695,CR,Local,CRCF,1.2,1250.0,Normal Grade,0.0,Local Companies,EXW,1830
696,GI,Local,GCCF,0.78,1250.0,Normal Grade,220.0,Local Companies,EXW,1750
697,GI,Local,GCCF,0.48,1060.0,Normal Grade,220.0,Local Companies,EXW,1750
698,CR,Local,CRCF,1.5,1250.0,Normal Grade,0.0,Local Companies,EXW,1630
699,GI,Local,GHCF,2.0,1250.0,Normal Grade,150.0,Local Companies,EXW,1550
702,CR,Local,CRCF,1.0,1250.0,Normal Grade,0.0,Local Companies,Other,2310
705,GI,Local,GCCF,1.2,1000.0,Normal Grade,60.0,Local Traders,EXW,1630
710,PP,Local,POSF,0.4,767.0,Normal Grade,120.0,Local Companies,EXW,2230
712,PP,Export,POCF,0.25,975.0,Normal Grade,100.0,Export Far,Other,3390
715,PP,Export,POCF,0.32,1000.0,Normal Grade,100.0,Export Far,Other,3390
717,CR,Local,CRCF,0.7,1108.0,Normal Grade,0.0,Local Companies,EXW,1910
720,CR,Local,CRSF,1.1400000000000001,1250.0,Normal Grade,0.0,Local Companies,Other,2290
722,GI,Local,GCPF,2.0,380.0,Normal Grade,100.0,Local Companies,EXW,1950
723,CR,Local,CRCF,0.35,1000.0,Normal Grade,0.0,Local Companies,EXW,2030
724,GI,Local,GCSF,1.0,1250.0,Normal Grade,60.0,Local Companies,Other,2490
726,PP,Local,POCF,0.5,1219.0,Special Grade,180.0,Local Companies,Other,2550
727,GI,Local,GCPF,2.0,380.0,Special Grade,180.0,Local Companies,EXW,2130
729,CR,Local,CRCF,0.4,1250.0,Normal Grade,0.0,Local Companies,EXW,1830
730,CR,Local,CRCF,0.8,1250.0,Normal Grade,0.0,Local Companies,EXW,1830
731,CR,Local,CRCF,1.5,1200.0,Normal Grade,0.0,Local Companies,EXW,1630
732,GI,Local,GCCF,0.8,1250.0,Normal Grade,150.0,Local Companies,EXW,1750
733,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,220.0,Local Companies,EXW,1550
734,GI,Local,GHCF,1.5,1250.0,Normal Grade,80.0,Local Companies,EXW,1550
736,Other,Export,FBCF,1.066,1000.0,Normal Grade,0.0,Export Near,Other,2250
737,CR,Export,CRCF,1.2,1250.0,Normal Grade,0.0,Export Near,EXW,2430
741,GI,Local,GCCF,0.3,1000.0,Normal Grade,80.0,Local Companies,EXW,2030
742,GI,Local,GCNF,0.3,798.0,Normal Grade,80.0,Local Companies,EXW,2150
743,GI,Local,GCNF,1.0,675.0,Normal Grade,80.0,Local Companies,EXW,1950
745,CR,Local,CRRF,1.2,1244.0,Normal Grade,0.0,Local Companies,EXW,2310
746,CR,Local,CRNF,0.5,820.0,Normal Grade,0.0,Local Companies,EXW,2030
749,CR,Local,CRNF,1.2,600.0,Normal Grade,0.0,Local Companies,Other,2350
750,CR,Local,CRNF,1.2,850.0,Normal Grade,0.0,Local Companies,Other,2350
751,CR,Local,CRNF,0.52,700.0,Normal Grade,0.0,Local Companies,Other,2150
752,CR,Local,CRCF,1.2,1150.0,Normal Grade,0.0,Local Companies,Other,2230
753,CR,Local,CRCF,1.2,1000.0,Normal Grade,0.0,Local Companies,Other,2230
754,GI,Local,GCCF,1.2,1250.0,Normal Grade,60.0,Local Companies,Other,2410
755,PP,Export,POCF,0.38,1250.0,Normal Grade,140.0,Export Near,Other,2830
756,PP,Export,POCF,0.47,1250.0,Normal Grade,140.0,Export Near,Other,2650
758,GI,Local,GCCF,1.0,1200.0,Special Grade,80.0,Local Companies,Other,2410
759,GI,Local,GCCF,1.0,1250.0,Normal Grade,80.0,Local Companies,EXW,1830
767,GI,Local,GCCF,1.0,1250.0,Normal Grade,60.0,Local Companies,Other,2230
771,GI,Export,GCCF,0.57,1250.0,Normal Grade,140.0,Export Near,Other,2510
772,GI,Export,GCCF,0.3,1219.0,Normal Grade,90.0,Export Far,FOB,2590
773,GI,Export,GCCF,0.42,1219.0,Normal Grade,180.0,Export Far,FOB,2390
774,GI,Export,GCCF,0.5,1219.0,Normal Grade,275.0,Export Far,FOB,2590
775,GI,Local,GHRF,1.5,400.0,Special Grade,275.0,Local Companies,EXW,2410
777,Other,Export,FBCF,0.25,1000.0,Normal Grade,0.0,Export Near,Other,2650
778,Other,Export,FBCF,0.28,1000.0,Normal Grade,0.0,Export Near,Other,2650
779,CR,Local,CRSF,0.8,1250.0,Normal Grade,0.0,Local Companies,Other,2570
780,CR,Export,CRCF,0.45,1021.6,Normal Grade,0.0,Export Far,Other,3130
782,CR,Local,CRCF,0.8,1250.0,Normal Grade,0.0,Local Companies,EXW,1910
783,CR,Local,CRSF,1.0,1250.0,Normal Grade,0.0,Local Companies,EXW,2170
784,GI,Export,GCCF,0.6,1000.0,Normal Grade,140.0,Export Near,Other,2510
785,GI,Export,GCCF,1.0,1000.0,Normal Grade,140.0,Export Near,Other,2510
786,GI,Export,GHCF,2.0,1000.0,Normal Grade,140.0,Export Near,Other,2310
788,GI,Export,GCCF,0.8,1250.0,Normal Grade,140.0,Export Near,Other,2510
790,GI,Export,GCCF,1.4,1250.0,Normal Grade,140.0,Export Near,Other,2310
791,GI,Export,GCCF,1.5,1250.0,Normal Grade,140.0,Export Near,Other,2310
795,GI,Export,GHCF,1.1400000000000001,1250.0,Normal Grade,140.0,Export Near,Other,2310
797,GI,Export,GCRF,0.4,308.0,Normal Grade,100.0,Export Near,Other,2910
800,GI,Export,GCSF,0.6,1220.0,Normal Grade,120.0,Export Far,Other,3310
801,GI,Export,GCSF,0.8,1220.0,Normal Grade,120.0,Export Far,Other,3310
803,GI,Export,GHSF,2.0,1220.0,Normal Grade,120.0,Export Far,Other,3110
804,CR,Export,CRSF,0.5,1220.0,Normal Grade,0.0,Export Far,EXW,3230
805,CR,Export,CRSF,1.2,1220.0,Normal Grade,0.0,Export Far,Other,3390
808,GI,Export,GCCF,0.52,1250.0,Normal Grade,140.0,Export Near,Other,2510
810,GI,Export,GCCF,0.45,1219.0,Normal Grade,90.0,Export Far,FOB,2390
811,GI,Export,GCCF,0.4,1219.0,Normal Grade,90.0,Export Far,FOB,2390
813,GI,Local,GCCF,1.0,1200.0,Normal Grade,275.0,Local Traders,EXW,1830
818,Other,Local,CPSF,1.5,1250.0,Normal Grade,0.0,Local Traders,EXW,1770
819,Other,Local,CPSF,2.0,1000.0,Normal Grade,0.0,Local Traders,EXW,1770
820,Other,Local,CPSF,2.0,1250.0,Normal Grade,0.0,Local Traders,EXW,1770
823,Other,Local,CPSF,1.5,1000.0,Normal Grade,0.0,Local Traders,EXW,1770
828,Other,Local,CPSF,1.1400000000000001,1250.0,Normal Grade,0.0,Local Traders,EXW,1770
829,GI,Export,GCCF,1.5,1250.0,Normal Grade,275.0,Export Near,Other,2430
830,GI,Export,GCCF,1.8,1250.0,Normal Grade,275.0,Export Near,Other,2430
831,GI,Export,GHCF,2.0,1250.0,Normal Grade,275.0,Export Near,Other,2430
833,CR,Export,CRCF,1.0,1000.0,Normal Grade,0.0,Export Near,Other,2590
834,CR,Export,CRCF,1.5,1000.0,Normal Grade,0.0,Export Near,Other,2390
836,CR,Export,CRCF,2.0,1000.0,Normal Grade,0.0,Export Near,Other,2390
842,GI,Local,GCRF,0.7,385.0,Normal Grade,100.0,Local Companies,Other,2630
843,GI,Local,GCRF,0.7,415.0,Normal Grade,100.0,Local Companies,Other,2630
844,GI,Local,GCRF,0.6,356.0,Normal Grade,100.0,Local Companies,Other,2630
846,GI,Export,GCCF,0.48,1168.0,Special Grade,120.0,Export Far,EXW,2730
847,CR,Local,CRCF,0.5,1000.0,Normal Grade,0.0,Local Companies,EXW,1910
848,CR,Local,CRCF,0.6,1000.0,Normal Grade,0.0,Local Companies,EXW,1910
849,CR,Local,CRCF,0.7,1000.0,Normal Grade,0.0,Local Companies,EXW,1910
850,CR,Local,CRCF,0.8,1000.0,Normal Grade,0.0,Local Companies,EXW,1910
851,CR,Local,CRCF,1.0,1000.0,Normal Grade,0.0,Local Companies,EXW,1910
852,CR,Local,CRCF,1.5,1000.0,Normal Grade,0.0,Local Companies,EXW,1710
853,CR,Local,CRCF,2.0,1000.0,Normal Grade,0.0,Local Companies,EXW,1710
854,GI,Local,GCCF,1.0,1250.0,Normal Grade,120.0,Local Traders,EXW,1630
855,CR,Local,CRCF,1.0,1250.0,Special Grade,0.0,Local Companies,Other,2490
857,PP,Local,POGF,0.5,1250.0,Normal Grade,120.0,Local Companies,EXW,2170
858,PP,Local,POSF,0.4,699.8,Normal Grade,120.0,Local Companies,EXW,2330
859,PP,Local,POSF,0.4,918.6,Normal Grade,120.0,Local Companies,EXW,2410
860,PP,Local,POSF,0.4,716.0,Normal Grade,120.0,Local Companies,EXW,2330
862,GI,Local,GCSF,0.76,636.7,Normal Grade,180.0,Local Companies,EXW,2290
891,PP,Local,PONF,0.4,700.0,Normal Grade,80.0,Local Companies,Other,2490
899,PP,Local,POSF,0.4,424.0,Normal Grade,120.0,Local Companies,EXW,2410
902,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,275.0,Local Companies,Other,2430
903,GI,Local,GCRF,0.6,530.0,Special Grade,100.0,Local Companies,EXW,2410
907,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,275.0,Local Companies,EXW,1950
911,PP,Local,POCF,0.5,1150.0,Normal Grade,80.0,Local Companies,EXW,1890
917,GI,Local,GCCF,1.2,1250.0,Normal Grade,275.0,Local Companies,EXW,1950
918,PP,Local,POSF,0.5,1150.0,Normal Grade,60.0,Local Companies,Other,2230
925,CR,Local,CRRF,1.2,535.0,Normal Grade,0.0,Local Companies,Other,2230
926,GI,Local,GCCF,1.0,1200.0,Normal Grade,275.0,Local Companies,EXW,1830
940,PP,Local,POSF,0.5,683.0,Normal Grade,100.0,Local Companies,EXW,2230
947,GI,Local,GHCF,2.0,1250.0,Normal Grade,275.0,Local Companies,EXW,1750
951,CR,Local,CRCF,0.7,1000.0,Normal Grade,0.0,Local Companies,Other,2110
954,PP,Local,POSF,0.4,586.0,Normal Grade,120.0,Local Companies,EXW,2410
956,PP,Local,PORF,0.7,314.0,Normal Grade,100.0,Local Companies,Other,2370
960,PP,Local,PONF,0.4,650.0,Normal Grade,80.0,Local Companies,Other,2490
962,PP,Local,PORF,0.4,595.0,Normal Grade,80.0,Local Companies,Other,2770
963,CR,Export,CRNF,1.2,700.0,Normal Grade,0.0,Export Near,EXW,2630
971,PP,Local,POSF,0.5,731.0,Normal Grade,60.0,Local Companies,EXW,2630
972,PP,Local,POSF,0.5,759.0,Normal Grade,60.0,Local Companies,EXW,2630
975,PP,Local,PORF,0.45,272.0,Normal Grade,100.0,Local Companies,EXW,2550
977,PP,Local,POGF,1.1400000000000001,1250.0,Normal Grade,180.0,Local Companies,EXW,2290
982,PP,Local,PONF,0.4,826.0,Normal Grade,60.0,Local Companies,EXW,2090
983,PP,Local,PONF,0.4,754.0,Normal Grade,60.0,Local Companies,EXW,2090
984,PP,Local,PONF,0.4,715.0,Normal Grade,60.0,Local Companies,EXW,2090
985,PP,Local,PONF,0.4,680.0,Normal Grade,60.0,Local Companies,EXW,2090
987,PP,Local,PORF,0.7,314.0,Normal Grade,100.0,Local Companies,Other,2770
988,PP,Local,POSF,0.5,769.5,Normal Grade,100.0,Local Companies,EXW,2630
989,CR,Local,CRSF,2.0,900.0,Special Grade,0.0,Local Traders,Other,2350
991,PP,Local,PONF,0.45,736.0,Normal Grade,80.0,Local Companies,Other,2490
993,PP,Local,PONF,0.5,685.0,Normal Grade,60.0,Local Companies,Other,2490
995,PP,Local,POSF,0.5,661.0,Normal Grade,60.0,Local Companies,Other,2430
999,CR,Local,CRRF,0.8,291.5,Special Grade,0.0,Local Companies,EXW,2490
1000,CR,Local,CRNF,0.5,655.0,Normal Grade,0.0,Local Companies,Other,2430
1002,CR,Local,CRNF,0.5,736.0,Normal Grade,0.0,Local Companies,Other,2430
1006,GI,Local,GCCF,0.5,1250.0,Normal Grade,150.0,Local Companies,EXW,1750
1009,PP,Local,POCF,0.7,1219.0,Normal Grade,275.0,Local Companies,EXW,2090
1014,GI,Export,GCNF,0.3,910.0,Normal Grade,100.0,Export Near,FOB,2510
1020,PP,Local,POSF,0.4,374.0,Normal Grade,120.0,Local Companies,EXW,2410
1024,PP,Local,POSF,0.4,767.0,Normal Grade,120.0,Local Companies,EXW,2410
1025,CR,Local,CRRF,0.6,457.7,Special Grade,0.0,Local Companies,EXW,2490
1026,CR,Local,CRNF,0.7,631.0,Special Grade,0.0,Local Companies,EXW,2210
1028,CR,Local,CRRF,0.6,560.0,Special Grade,0.0,Local Companies,EXW,2490
1030,CR,Local,CRNF,0.7,852.0,Special Grade,0.0,Local Companies,EXW,2210
1031,CR,Local,CRNF,0.7,670.0,Special Grade,0.0,Local Companies,EXW,2210
1033,PP,Local,POSF,0.5,665.0,Normal Grade,60.0,Local Companies,Other,2630
1035,CR,Local,CRNF,1.78,900.0,Normal Grade,0.0,Local Companies,EXW,1750
1041,Other,Local,HPCF,1.5,1250.0,Normal Grade,0.0,Local Companies,Other,1970
1043,GI,Local,GCNF,1.5,910.0,Normal Grade,275.0,Local Companies,EXW,1950
1048,PP,Local,PONF,0.4,754.0,Normal Grade,80.0,Local Companies,Other,2490
1056,PP,Export,POCF,0.44000000000000006,975.0,Normal Grade,100.0,Export Far,Other,2990
1062,GI,Export,GCCF,0.8,1219.0,Normal Grade,120.0,Export Far,EXW,3050
1071,PP,Local,PONF,0.5,724.5,Normal Grade,60.0,Local Companies,Other,2490
1073,CR,Local,CRRF,0.8,1100.0,Special Grade,0.0,Local Companies,EXW,2490
1074,GI,Local,GCNF,0.4,830.0,Normal Grade,80.0,Local Companies,Other,2350
1075,GI,Local,GCNF,0.4,739.0,Normal Grade,80.0,Local Companies,Other,2350
1076,GI,Local,GCNF,0.4,835.0,Normal Grade,80.0,Local Companies,Other,2350
1077,GI,Local,GCCF,0.7,1250.0,Normal Grade,80.0,Local Companies,EXW,1830
1078,GI,Local,GCCF,1.2,1220.0,Normal Grade,80.0,Local Companies,Other,2230
1079,GI,Local,GCNF,0.4,889.0,Normal Grade,80.0,Local Companies,Other,2350
1080,GI,Local,GCNF,0.4,943.0,Normal Grade,80.0,Local Companies,Other,2350
1085,GI,Export,GCCF,0.36,1000.0,Normal Grade,60.0,Export Near,FOB,2110
1087,CR,Export,CRCF,1.066,1000.0,Normal Grade,0.0,Export Near,FOB,1990
1088,CR,Export,CRCF,0.45,1000.0,Normal Grade,0.0,Export Near,FOB,2190
1089,CR,Export,CRCF,0.5,1000.0,Normal Grade,0.0,Export Near,FOB,2190
1090,CR,Export,CRCF,0.9593472478002865,977.7763648584101,Normal Grade,0.0,Export Near,FOB,1990
1092,GI,Export,GCCF,1.0,1000.0,Normal Grade,80.0,Export Near,FOB,2110
1095,GI,Export,GCCF,1.2,1000.0,Normal Grade,80.0,Export Near,EXW,2270
1096,GI,Export,GCCF,1.4,1000.0,Normal Grade,80.0,Export Near,FOB,1910
1098,GI,Export,GCCF,1.7,1000.0,Normal Grade,80.0,Export Near,EXW,2070
1099,GI,Export,GCCF,1.7,1250.0,Normal Grade,80.0,Export Near,FOB,1910
1101,GI,Export,GHCF,1.9,1250.0,Normal Grade,80.0,Export Near,FOB,1910
1104,GI,Export,GCCF,0.8,1000.0,Normal Grade,80.0,Export Near,FOB,2110
1105,GI,Export,GCCF,1.0,1250.0,Normal Grade,80.0,Export Near,FOB,2110
1107,GI,Export,GCSF,1.2,1000.0,Normal Grade,80.0,Export Near,EXW,2530
1109,GI,Export,GCSF,1.7,1200.0,Normal Grade,80.0,Export Near,FOB,2170
1110,GI,Export,GHSF,1.9,1000.0,Normal Grade,80.0,Export Near,FOB,2170
1112,CR,Local,CRCF,0.78,1115.0,Normal Grade,0.0,Local Companies,Other,2310
1114,PP,Local,PONF,0.45,655.0,Normal Grade,80.0,Local Companies,Other,2490
1118,Other,Export,CPSF,2.0,1000.0,Normal Grade,0.0,Export Near,Other,2570
1119,CR,Local,CRRF,0.56,500.0,Normal Grade,0.0,Local Companies,EXW,2030
1123,GI,Local,GCCF,1.066,1000.0,Normal Grade,60.0,Local Traders,EXW,1630
1124,GI,Local,GCSF,0.95,1100.0,Special Grade,60.0,Local Traders,EXW,2070
1125,CR,Local,CRSF,0.8,1250.0,Normal Grade,0.0,Local Companies,EXW,2170
1126,CR,Local,CRSF,0.8,1000.0,Normal Grade,0.0,Local Companies,Other,2570
1130,PP,Local,POSF,0.4,511.0,Normal Grade,120.0,Local Companies,EXW,2410
1131,GI,Export,GCNF,0.3,910.0,Normal Grade,100.0,Export Near,EXW,2510
1137,PP,Local,POSF,0.5,625.0,Normal Grade,60.0,Local Companies,EXW,2230
1144,CR,Local,CRNF,0.7,970.0,Special Grade,0.0,Local Companies,EXW,2210
